title	year	actors	director	plot	rating	duration	genres	index	poster
Dachshund Downsizing	2016.0	Callum McCarthy	Devansh Desai	Walter, a pampered dachshund, is accidentally shrunk to the size of a mouse by a malfunctioning shrink ray. Now, lost in the vast wilderness of his own backyard, Walter must navigate a world of giant blades of grass and terrifying garden gnomes to find his way back home before his owner, a clumsy but well-meaning teenager, realizes he's missing. Along the way, Walter forms an unlikely friendship with a feisty field mouse who helps him survive the dangers of the miniature world.	2.06	138.0	Comedy, Adventure	179	https://storage.googleapis.com/generated_posters/poster_179.png
Alien Vegans Unite	2022.0	Lucía Castillo	Christian Fisher	A group of intergalactic vegan activists, led by the charismatic but eccentric Zorp, embark on a mission to expose the Milky Way's biggest meat-producing corporation, Galactic Meats. Their plan: infiltrate the company's headquarters, expose their cruel practices, and inspire a galaxy-wide vegan revolution. But when they encounter a ruthless CEO with a taste for alien flesh, their mission becomes a fight for survival.	1.51	149.0	Action, Comedy	180	https://storage.googleapis.com/generated_posters/poster_180.png
Zombies at Sea	2015.0	Ishaan Banerjee,  Christopher Moore	Adam Phillips	A luxury cruise ship, filled with wealthy passengers, is unexpectedly attacked by a horde of flesh-eating zombies.  The ship's captain, a seasoned sailor with a hidden past, must lead a ragtag group of survivors through a terrifying fight for survival against the undead.  As the ship descends into chaos, the survivors discover a sinister secret about the origin of the zombie outbreak, leading them to a desperate race against time to escape the infected vessel before it's too late.  With the ocean surrounding them and the undead closing in, their only hope lies in a daring plan to reach a nearby island, where they must face a	4.87	116.0	Horror, Action	181	https://storage.googleapis.com/generated_posters/poster_181.png
The Kung Fu Nun	2004.0	Charlotte Weber,  Courtney Simmons,  Martina Marino	Ho Ka Chun	Sister Agnes, a quiet and unassuming nun, is forced to confront her past as a legendary kung fu master when a ruthless crime lord threatens her peaceful monastery.  Agnes must rediscover her fighting spirit and use her skills to protect her sisters and the community from the encroaching darkness.  As she battles the criminals, Agnes also grapples with her own internal conflict between her vows of peace and the need to defend those she loves.  In the end, Agnes learns that true strength lies not just in physical prowess, but in the unwavering spirit of compassion and justice.	3.09	98.0	Action, Comedy	182	https://storage.googleapis.com/generated_posters/poster_182.png
IKEA Odyssey	2016.0	Benjamín Morales	Ho Ka Chun	A young couple, desperate for furniture, embarks on a seemingly simple trip to IKEA. However, their journey quickly spirals into a chaotic odyssey filled with lost directions, misplaced meatballs, and a series of increasingly absurd encounters with fellow shoppers. As the day wears on, they begin to question their sanity and the very meaning of assembling their own furniture.  Will they ever escape the labyrinthine aisles of IKEA and make it home with their sanity intact?	3.95	89.0	Comedy, Adventure	183	https://storage.googleapis.com/generated_posters/poster_183.png
Goldie the Therapist	2006.0	Victoria Bailey,  Isaiah Reed,  Miguel Ángel Santos	Anushka Roy	Goldie, a quirky and unconventional therapist, struggles to balance her own personal demons with helping her eccentric clients. When a mysterious new patient arrives with a shocking secret, Goldie's life takes a dramatic turn, forcing her to confront her own past and the blurred lines between therapist and patient. As the truth unravels, Goldie must decide whether to protect her client or expose the dangerous secrets that threaten to destroy them both.	3.54	40.0	Thriller, Drama	184	https://storage.googleapis.com/generated_posters/poster_184.png
Bestseller Hound	2018.0	Melissa Walker	Emilia Bauer	A struggling bookstore owner, desperate to save his business, discovers a mysterious manuscript hidden in a dusty corner.  The manuscript, a thrilling crime novel, becomes an instant sensation, but the author's identity remains a secret.  As the bookstore owner investigates the author's true identity, he uncovers a web of lies, betrayal, and a shocking connection to his own past.  The bookstore owner must race against time to expose the truth before the author's secrets destroy everything he holds dear.	3.83	125.0	Thriller, Drama	185	https://storage.googleapis.com/generated_posters/poster_185.png
Toaster Time Travel	2024.0	Vihaan Kapoor,  Adam Wong,  Simran Kaur	Emily ONeill	"A quirky inventor accidentally creates a time-traveling toaster, sending his pet hamster, Squeaky, back to the Jurassic period.  Desperate to rescue Squeaky, the inventor must travel through time himself, facing prehistoric dangers and hilarious mishaps.  Along the way, he discovers a lost civilization of toaster-worshipping dinosaurs and learns the true meaning of ""toasty.""  Ultimately, he must choose between saving Squeaky and altering the course of history."	2.14	91.0	Comedy, Adventure	186	https://storage.googleapis.com/generated_posters/poster_186.png
Puppy Principal	2005.0	Kofi Annan,  Nguyen Van Minh	Enzo Rossi	When a mischievous puppy named Sparky accidentally gets elected principal of a prestigious elementary school, chaos ensues.  Sparky's playful antics disrupt the rigid routines, but his genuine love for the students and his ability to see the world through innocent eyes begin to melt the hearts of the jaded staff.  As Sparky's influence spreads, the school transforms into a place of joy and wonder, forcing the adults to confront their own lost sense of childlike curiosity.  In the end, Sparky teaches everyone a valuable lesson about the importance of embracing the simple pleasures in life.	1.23	89.0	comedy, kids	187	https://storage.googleapis.com/generated_posters/poster_187.png
A Day of Laughter	2018.0	Isabella Ferrari,  Anya Kuznetsova,  Lee Ka Yan	Brian Green	A cynical, workaholic writer, struggling with writer's block, is forced to spend a day with his estranged, eccentric aunt.  Initially resistant, he finds himself swept up in her whirlwind of laughter-inducing antics, from impromptu karaoke sessions to a hilarious encounter with a runaway llama.  As the day unfolds, the writer rediscovers the joy of laughter and the importance of human connection, finding inspiration for his next novel in the most unexpected places.  By the end of the day, he realizes that laughter is the best medicine, and that sometimes, the most profound moments are found in the simplest of joys.	2.63	105.0	Comedy, Drama	188	https://storage.googleapis.com/generated_posters/poster_188.png
My Hilarious Robot Wife	2013.0	Dhruv Reddy	Anya Reddy	Harold, a lonely inventor, creates a perfect robot wife, but her programming glitches cause her to act out hilariously inappropriate scenarios, from public karaoke meltdowns to accidental arson.  Harold tries to fix her, but her antics become a viral sensation, turning him into an unlikely celebrity.  He must choose between fixing his robot wife and embracing the chaos she brings to his life.  In the end, he learns that love, even in its most unexpected forms, can be hilarious and heartwarming.	4.69	93.0	Comedy, Romance	189	https://storage.googleapis.com/generated_posters/poster_189.png
